id,japanese,english,latin,category,region,testSet,explanation
posterior_circumflex_humeral_artery,後上腕回旋動脈,posterior circumflex humeral artery,arteria circumflexa posterior humeri,artery,upper limb,basic_upper,後上腕回旋動脈は、英語の「posterior circumflex humeral artery」に対応する解剖学用語です。
common_interosseous_artery,総骨間動脈,common interosseous artery,arteria interossea communis,artery,upper limb,basic_upper,総骨間動脈は、英語の「common interosseous artery」に対応する解剖学用語です。
anterior_interosseous_artery,前骨間動脈,anterior interosseous artery,arteria interossea anterior,artery,upper limb,basic_upper,前骨間動脈は、英語の「anterior interosseous artery」に対応する解剖学用語です。
posterior_interosseous_artery,後骨間動脈,posterior interosseous artery,arteria interossea posterior,artery,upper limb,basic_upper,後骨間動脈は、英語の「posterior interosseous artery」に対応する解剖学用語です。
thoracic_aorta,胸大動脈,thoracic aorta,aorta thoracica,artery,thorax,basic_trunk,胸大動脈は、英語の「thoracic aorta」に対応する解剖学用語です。
posterior_intercostal_artery,後肋間動脈,posterior intercostal artery,arteria intercostalis posterior,artery,thorax,basic_trunk,後肋間動脈は、英語の「posterior intercostal artery」に対応する解剖学用語です。
bronchial_artery,気管支動脈,bronchial artery,arteria bronchialis,artery,thorax,basic_trunk,気管支動脈は、英語の「bronchial artery」に対応する解剖学用語です。
esophageal_artery,食道動脈,esophageal artery,arteria oesophagea,artery,thorax,basic_trunk,食道動脈は、英語の「esophageal artery」に対応する解剖学用語です。
pericardial_branch,心膜枝,pericardial branch,ramus pericardiacus,artery,thorax,basic_trunk,心膜枝は、英語の「pericardial branch」に対応する解剖学用語です。
mediastinal_branch,縦隔枝,mediastinal branch,ramus mediastinalis,artery,thorax,basic_trunk,縦隔枝は、英語の「mediastinal branch」に対応する解剖学用語です。
abdominal_aorta,腹大動脈,abdominal aorta,aorta abdominalis,artery,abdomen,basic_trunk,腹大動脈は、英語の「abdominal aorta」に対応する解剖学用語です。
celiac_trunk,腹腔動脈,celiac trunk,truncus coeliacus,artery,abdomen,basic_trunk,腹腔動脈は、英語の「celiac trunk」に対応する解剖学用語です。
superior_mesenteric_artery,上腸間膜動脈,superior mesenteric artery,arteria mesenterica superior,artery,abdomen,basic_trunk,上腸間膜動脈は、英語の「superior mesenteric artery」に対応する解剖学用語です。
renal_artery,腎動脈,renal artery,arteria renalis,artery,abdomen,basic_trunk,腎動脈は、英語の「renal artery」に対応する解剖学用語です。
gonadal_artery,性腺動脈,gonadal artery,arteria gonadalis,artery,abdomen,basic_trunk,性腺動脈は、英語の「gonadal artery」に対応する解剖学用語です。
inferior_mesenteric_artery,下腸間膜動脈,inferior mesenteric artery,arteria mesenterica inferior,artery,abdomen,basic_trunk,下腸間膜動脈は、英語の「inferior mesenteric artery」に対応する解剖学用語です。
common_iliac_artery,総腸骨動脈,common iliac artery,arteria iliaca communis,artery,pelvis,basic_lower,総腸骨動脈は、英語の「common iliac artery」に対応する解剖学用語です。
left_gastric_artery,左胃動脈,left gastric artery,arteria gastrica sinistra,artery,abdomen,basic_trunk,左胃動脈は、英語の「left gastric artery」に対応する解剖学用語です。
splenic_artery,脾動脈,splenic artery,arteria splenica,artery,abdomen,basic_trunk,脾動脈は、英語の「splenic artery」に対応する解剖学用語です。
common_hepatic_artery,総肝動脈,common hepatic artery,arteria hepatica communis,artery,abdomen,basic_trunk,総肝動脈は、英語の「common hepatic artery」に対応する解剖学用語です。
proper_hepatic_artery,固有肝動脈,proper hepatic artery,arteria hepatica propria,artery,abdomen,basic_trunk,固有肝動脈は、英語の「proper hepatic artery」に対応する解剖学用語です。
gastroduodenal_artery,胃十二指腸動脈,gastroduodenal artery,arteria gastroduodenalis,artery,abdomen,basic_trunk,胃十二指腸動脈は、英語の「gastroduodenal artery」に対応する解剖学用語です。
gastro_omental_artery,胃大網動脈,gastro-omental artery,arteria gastroomentalis,artery,abdomen,basic_trunk,胃大網動脈は、英語の「gastro-omental artery」に対応する解剖学用語です。
cystic_artery,胆嚢動脈,cystic artery,arteria cystica,artery,abdomen,basic_trunk,胆嚢動脈は、英語の「cystic artery」に対応する解剖学用語です。
pancreaticoduodenal_artery,膵十二指腸動脈,pancreaticoduodenal artery,arteria pancreaticoduodenalis,artery,abdomen,basic_trunk,膵十二指腸動脈は、英語の「pancreaticoduodenal artery」に対応する解剖学用語です。
left_colic_artery,左結腸動脈,left colic artery,arteria colica sinistra,artery,abdomen,basic_trunk,左結腸動脈は、英語の「left colic artery」に対応する解剖学用語です。
sigmoid_arteries,S状結腸動脈,sigmoid arteries,arteriae sigmoideae,artery,abdomen,basic_trunk,S状結腸動脈は、英語の「sigmoid arteries」に対応する解剖学用語です。
superior_rectal_artery,上直腸動脈,superior rectal artery,arteria rectalis superior,artery,abdomen,basic_trunk,上直腸動脈は、英語の「superior rectal artery」に対応する解剖学用語です。
marginal_artery,辺縁動脈,marginal artery,arteria marginalis coli,artery,abdomen,basic_trunk,辺縁動脈は、英語の「marginal artery」に対応する解剖学用語です。
middle_colic_artery,中結腸動脈,middle colic artery,arteria colica media,artery,abdomen,basic_trunk,中結腸動脈は、英語の「middle colic artery」に対応する解剖学用語です。
internal_iliac_artery,内腸骨動脈,internal iliac artery,arteria iliaca interna,artery,pelvis,basic_lower,内腸骨動脈は、英語の「internal iliac artery」に対応する解剖学用語です。
superior_gluteal_artery,上殿動脈,superior gluteal artery,arteria glutea superior,artery,pelvis,basic_lower,上殿動脈は、英語の「superior gluteal artery」に対応する解剖学用語です。
inferior_gluteal_artery,下殿動脈,inferior gluteal artery,arteria glutea inferior,artery,pelvis,basic_lower,下殿動脈は、英語の「inferior gluteal artery」に対応する解剖学用語です。
internal_pudendal_artery,内陰部動脈,internal pudendal artery,arteria pudenda interna,artery,pelvis,basic_lower,内陰部動脈は、英語の「internal pudendal artery」に対応する解剖学用語です。
obturator_artery,閉鎖動脈,obturator artery,arteria obturatoria,artery,pelvis,basic_lower,閉鎖動脈は、英語の「obturator artery」に対応する解剖学用語です。
umbilical_artery,臍動脈,umbilical artery,arteria umbilicalis,artery,pelvis,basic_lower,臍動脈は、英語の「umbilical artery」に対応する解剖学用語です。
inferior_vesical_artery,下膀胱動脈,inferior vesical artery,arteria vesicalis inferior,artery,pelvis,basic_lower,下膀胱動脈は、英語の「inferior vesical artery」に対応する解剖学用語です。
middle_rectal_artery,中直腸動脈,middle rectal artery,arteria rectalis media,artery,pelvis,basic_lower,中直腸動脈は、英語の「middle rectal artery」に対応する解剖学用語です。
uterine_artery,子宮動脈,uterine artery,arteria uterina,artery,pelvis,basic_lower,子宮動脈は、英語の「uterine artery」に対応する解剖学用語です。
ovarian_artery,卵巣動脈,ovarian artery,arteria ovarica,artery,pelvis,basic_lower,卵巣動脈は、英語の「ovarian artery」に対応する解剖学用語です。
vaginal_artery,腟動脈,vaginal artery,arteria vaginalis,artery,pelvis,basic_lower,腟動脈は、英語の「vaginal artery」に対応する解剖学用語です。
tubal_branch,卵管枝,tubal branch,ramus tubarius arteriae uterinae,artery,pelvis,basic_lower,卵管枝は、英語の「tubal branch」に対応する解剖学用語です。
ovarian_branch,卵巣枝,ovarian branch,ramus ovaricus arteriae uterinae,artery,pelvis,basic_lower,卵巣枝は、英語の「ovarian branch」に対応する解剖学用語です。
fundal_branch,子宮底枝,fundal branch,ramus fundalis arteriae uterinae,artery,pelvis,basic_lower,子宮底枝は、英語の「fundal branch」に対応する解剖学用語です。
inferior_rectal_artery,下直腸動脈,inferior rectal artery,arteria rectalis inferior,artery,pelvis,basic_lower,下直腸動脈は、英語の「inferior rectal artery」に対応する解剖学用語です。
perineal_artery,会陰動脈,perineal artery,arteria perinealis,artery,pelvis,basic_lower,会陰動脈は、英語の「perineal artery」に対応する解剖学用語です。
posterior_scrotal_artery,後陰嚢動脈,posterior scrotal artery,arteria scrotalis posterior,artery,pelvis,basic_lower,後陰嚢動脈は、英語の「posterior scrotal artery」に対応する解剖学用語です。
artery_of_bulb,尿道球動脈,artery of bulb,arteria bulbi penis,artery,pelvis,basic_lower,尿道球動脈は、英語の「artery of bulb」に対応する解剖学用語です。
deep_artery_of_penis,陰茎深動脈,deep artery of penis,arteria profunda penis,artery,pelvis,basic_lower,陰茎深動脈は、英語の「deep artery of penis」に対応する解剖学用語です。
dorsal_artery_of_penis,陰茎背動脈,dorsal artery of penis,arteria dorsalis penis,artery,pelvis,basic_lower,陰茎背動脈は、英語の「dorsal artery of penis」に対応する解剖学用語です。
popliteal_artery,膝窩動脈,popliteal artery,arteria poplitea,artery,lower limb,basic_lower,膝窩動脈は、英語の「popliteal artery」に対応する解剖学用語です。
superior_medial_genicular_artery,上内側膝動脈,superior medial genicular artery,arteria superior medialis genus,artery,lower limb,basic_lower,上内側膝動脈は、英語の「superior medial genicular artery」に対応する解剖学用語です。
superior_lateral_genicular_artery,上外側膝動脈,superior lateral genicular artery,arteria superior lateralis genus,artery,lower limb,basic_lower,上外側膝動脈は、英語の「superior lateral genicular artery」に対応する解剖学用語です。
inferior_medial_genicular_artery,下内側膝動脈,inferior medial genicular artery,arteria inferior medialis genus,artery,lower limb,basic_lower,下内側膝動脈は、英語の「inferior medial genicular artery」に対応する解剖学用語です。
inferior_lateral_genicular_artery,下外側膝動脈,inferior lateral genicular artery,arteria inferior lateralis genus,artery,lower limb,basic_lower,下外側膝動脈は、英語の「inferior lateral genicular artery」に対応する解剖学用語です。
middle_genicular_artery,中膝動脈,middle genicular artery,arteria media genus,artery,lower limb,basic_lower,中膝動脈は、英語の「middle genicular artery」に対応する解剖学用語です。
sural_artery,腓腹動脈,sural artery,arteria suralis,artery,lower limb,basic_lower,腓腹動脈は、英語の「sural artery」に対応する解剖学用語です。
sciatic_nerve,坐骨神経,sciatic nerve,nervus ischiadicus,nerve,lower limb,basic_lower,坐骨神経は、英語の「sciatic nerve」に対応する解剖学用語です。
piriformis_muscle,梨状筋,piriformis muscle,musculus piriformis,muscle,lower limb,basic_muscle,梨状筋は、英語の「piriformis muscle」に対応する解剖学用語です。
greater_sciatic_foramen,大坐骨孔,greater sciatic foramen,foramen ischiadicum majus,landmark,lower limb,basic_lower,大坐骨孔は、英語の「greater sciatic foramen」に対応する解剖学用語です。
external_iliac_artery,外腸骨動脈,external iliac artery,arteria iliaca externa,artery,pelvis,basic_lower,外腸骨動脈は、英語の「external iliac artery」に対応する解剖学用語です。
femoral_artery,大腿動脈,femoral artery,arteria femoralis,artery,lower limb,basic_lower,大腿動脈は、英語の「femoral artery」に対応する解剖学用語です。
